1,64460
2,56365
3,52493
4,50171
5,45541
6,39875
7,39206
8,38271
9,80849
10,73330
11,62778
12,64460
13,56365
14,52493
15,50171
16,45541
17,39875
18,39206
19,38271
20,37864
21,34545
22,33965
23,33405
24,30330
25,28296
26,27755
27,27554
28,27583
29,73330
30,25311
31,23186
32,24243
33,22770
34,19490
35,19174
36,20224
37,20151
38,18169
39,37864
40,19753
